答卷序号,映射后_X坐标,映射后_Y坐标
15,331.1108546129647,278.3213163222048
15,209.07982711432908,283.025338569904
15,190.36840289787162,401.40989847033484
15,530.428199527403,86.24040787448597
15,426.29505606190054,293.2173867732524
15,321.3483724130739,194.4329195715684
15,261.95993903040454,469.61822106197377
15,302.6369481966164,271.26528295065594
16,432.8033775284945,298.7054127289015
16,226.16417096413807,291.64937935735264
16,261.95993903040454,281.4573311540043
16,335.99209571291016,272.8332903665557
16,419.7867345953067,268.12926811885643
17,491.3782707278396,94.86444866193455
17,355.51706011269187,267.34526441090657
17,327.04315369634355,259.5052273314078
17,226.97771114746234,290.8653756494027
17,467.7856054114367,127.79260439582923
18,309.95880984653456,470.4022247699235
18,140.74245171509313,428.0660245406305
18,254.63807738048638,464.1301951063246
18,222.91001023084115,292.4333830653025
18,428.73567661187326,283.025338569904
19,365.27954231258275,327.7135499230468
19,343.31395736282826,295.56939789710196
19,401.0753103788492,304.97744239250045
19,392.9399085456068,248.5291754201096
19,424.6679756952521,277.5373126142549
20,490.5647305445153,108.9765154050323
20,267.6547203136742,247.74517171215976
20,289.6203052634286,494.7063397163696
20,408.3971720287674,283.025338569904
20,196.06318418114128,428.0660245406305
21,497.88659219443343,137.2006488912277
21,221.28292986419268,288.51336452555313
21,390.4992879956341,420.2259874611318
21,493.00535109448805,93.29644124603479
21,434.43045789514287,283.025338569904
22,180.60592069798076,432.7700467883297
22,257.07869793045916,268.12926811885643
22,510.9032351276213,86.24040787448597
22,278.23074269688925,479.8102692653221
22,235.92665316402892,465.69820252222434
23,300.19632764664374,484.5142915130213
23,371.78786377917663,395.9218725146857
23,169.21635813144144,247.74517171215976
23,213.96106821427452,374.75377240003917
23,155.38617501492942,347.3136426217936
24,237.5537335306774,243.82515317241038
24,335.17855552958594,266.5612607029567
24,227.79125133078657,300.2734201448012
24,421.41381496195515,289.297368233503
24,266.0276399470257,475.8902507255727
25,178.9788403313323,424.14600600088113
25,253.0109970138379,469.61822106197377
25,121.21748731531142,430.41803566448004
25,427.92213642854904,300.2734201448012
25,126.09872841525684,145.0406859707264
25,401.0753103788492,146.6086933866262
25,501.95429311105465,116.81655248453102
26,228.60479151411081,306.54544980840024
26,257.07869793045916,275.9693051983552
26,302.6369481966164,453.93814690297626
26,130.97996951520227,432.7700467883297
26,263.58701939705304,464.91419881427447
26,492.1918109111638,97.2164597857842
27,335.17855552958594,118.38455990043077
27,261.1463988470803,267.34526441090657
27,415.71903367868543,257.1532162075583
27,172.4705188647384,279.8893237381045
27,344.9410377294768,331.6335684627962
27,182.23300106462924,442.96209499167804
27,322.9754527797224,482.9462840971216
27,493.8188912778123,71.34433742343835
27,475.921007244679,185.0248750761699
28,225.35063078081384,285.3773496937536
28,332.7379349796132,262.6412421632073
28,315.6535911298042,475.1062470176228
28,364.46600212925847,323.7935313832974
28,317.2806714964527,217.16902710211474
28,339.24625644620716,128.57660810377914
29,525.5469584274576,180.32085282847063
29,309.14526966321034,418.657980045232
29,133.420590065175,228.92908272136282
29,307.51818929656184,277.5373126142549
29,245.6891353639198,134.84863776737805
30,261.1463988470803,505.68239162766787
30,102.50606309885396,388.081835435187
30,231.0454120640835,286.16135340170354
30,212.33398784762605,435.1220579121793
30,237.5537335306774,378.67379093978843
30,335.17855552958594,264.9932532870569
31,310.77235002985884,473.5382396017231
31,431.17629716184604,296.3534016050519
31,235.92665316402892,301.05742385275107
31,265.2140997637015,470.4022247699235
31,133.420590065175,445.31410611552764
31,270.0953408636469,280.6733274460544
32,314.84005094648,479.8102692653221
32,196.06318418114128,424.14600600088113
32,310.77235002985884,249.3131791280595
32,342.50041717950404,322.2255239673977
32,475.1074670613548,168.5607972092226
33,254.63807738048638,472.7542358937732
33,222.0964700475169,298.7054127289015
33,416.5325738620097,300.2734201448012
33,146.4372329983628,433.55405049627956
33,254.63807738048638,283.025338569904
34,257.8922381137834,263.4252458711572
34,490.5647305445153,78.40037079498727
34,424.6679756952521,292.4333830653025
34,424.6679756952521,112.11253023683173
34,322.16191259639817,274.4012977824554
35,287.9932248967802,199.92094552721755
35,248.94329609721672,225.7930678895633
35,225.35063078081384,222.6570530577638
35,217.21522894757143,201.48895294311723
35,200.13088509776247,239.12113092471114
35,198.503804731114,263.4252458711572
35,229.418331697435,256.36921249960835
36,257.8922381137834,467.2662099381241
36,426.29505606190054,290.8653756494027
36,493.00535109448805,105.84050057323279
36,221.28292986419268,292.4333830653025
36,266.0276399470257,282.24133486195416
36,303.4504883799407,346.5296389138437
36,222.0964700475169,401.40989847033484
37,180.60592069798076,424.93000970883094
37,137.48829098179618,432.7700467883297
37,231.0454120640835,294.7853941891521
37,206.63920656435639,285.3773496937536
37,319.7212920464254,350.4496574535931
37,445.006480278358,294.7853941891521
37,257.8922381137834,277.5373126142549
37,331.924394796289,282.24133486195416
38,337.6191760795586,331.6335684627962
38,195.24964399781706,281.4573311540043
38,301.8234080132922,484.5142915130213
38,286.3661445301317,268.9132718268063
38,427.10859624522476,283.8093422778539
39,312.3994303965073,469.61822106197377
39,349.8222788294222,303.4094349766007
39,319.7212920464254,346.5296389138437
39,185.4871617979262,427.2820208326806
39,413.27841312871277,137.9846525991776
40,329.4837742463163,143.47267855482664
40,222.0964700475169,292.4333830653025
40,331.924394796289,275.9693051983552
40,428.73567661187326,291.64937935735264
40,502.76783329437893,92.51243753808492
40,259.5193184804318,467.2662099381241
40,282.2984436135105,268.12926811885643
40,318.09421167977695,198.35293811131777
40,91.93004071563887,381.02580206363814
41,332.7379349796132,464.91419881427447
41,314.0265107631557,478.24226184942233
41,287.1796847134559,495.4903434243195
41,219.65584949754418,254.80120508370857
41,206.63920656435639,275.9693051983552
42,284.7390641634832,254.01720137575873
42,309.95880984653456,179.53684912052086
42,406.77009166211883,247.74517171215976
42,376.6691048791221,328.4975536309966
42,308.33172947988606,493.1383323004699
43,313.2129705798315,486.08229892892103
43,196.87672436446553,426.4980171247307
43,306.70464911323756,274.4012977824554
43,109.82792474877209,464.1301951063246
43,103.31960328217819,133.2806303514783
44,351.4493591960707,307.3294535163501
44,383.17742634571596,281.4573311540043
44,327.85669387966783,334.76958329459563
44,420.60027477863093,292.4333830653025
44,378.2961852457705,319.87351284354804
45,497.0730520111092,159.15275271382416
45,199.31734491443822,286.16135340170354
45,431.98983734517026,293.2173867732524
45,336.8056358962344,270.481279242706
45,253.0109970138379,475.1062470176228
46,398.63468982887645,286.9453571096534
46,364.46600212925847,337.1215944184452
46,318.90775186310117,473.5382396017231
46,247.31621573056825,506.46639533561773
46,276.60366233024087,575.4587216352065
46,266.84118013035,594.2748106260035
46,221.28292986419268,620.9309366962992
46,489.7511903611911,525.2824843264146
47,479.175167977976,510.38641387536705
47,504.3949136610274,529.9865065741138
47,502.76783329437893,465.69820252222434
47,536.1229808106726,488.4343100527707
47,474.29392687803056,549.5865992728608
48,292.06092581340135,272.8332903665557
48,305.8911089299134,207.76098260671623
48,344.9410377294768,335.55358700254544
48,207.4527467476806,445.31410611552764
48,293.68800618004985,497.0583508402193
48,499.513672561082,153.664726758175
49,284.7390641634832,264.9932532870569
49,323.7889929630466,190.51290103181898
49,486.4970296278941,174.83282687282156
49,213.14752803095027,300.2734201448012
49,451.5148017449519,298.7054127289015
50,328.67023406299205,127.79260439582923
50,482.42932871127294,97.2164597857842
50,477.54808761132756,357.5056908251419
50,353.07643956271914,323.7935313832974
50,311.58589021318306,467.2662099381241
50,207.4527467476806,435.1220579121793
51,202.5715056477352,449.23412465527707
51,318.09421167977695,446.8821135314274
51,347.3816582794495,323.0095276753475
51,233.48603261405623,262.6412421632073
51,344.9410377294768,135.63264147532794
52,259.5193184804318,197.56893440336788
52,281.48490343018625,188.9448936159193
52,413.27841312871277,130.14461551967878
52,97.62482199890853,372.4017612761896
52,233.48603261405623,286.16135340170354
53,191.99548326452006,419.44198375318194
53,294.5015463633741,462.5621876904249
53,185.4871617979262,498.62635825611903
53,375.8555646957978,294.00139048120224
53,298.56924727999524,275.9693051983552
54,381.55034597906746,449.23412465527707
54,149.69139373165976,474.32224330967296
54,430.36275697852176,294.7853941891521
54,255.45161756381066,492.35432859252
54,219.65584949754418,299.48941643685134
55,200.13088509776247,289.297368233503
55,318.90775186310117,260.2892310393577
55,195.24964399781706,425.7140134167808
55,324.60253314637083,188.16088990796942
55,324.60253314637083,222.6570530577638
56,329.4837742463163,273.61729407450554
56,327.85669387966783,479.8102692653221
56,191.18194308119587,428.0660245406305
56,105.76022383215088,464.91419881427447
56,345.75457791280104,207.76098260671623
57,322.16191259639817,483.73028780507144
57,198.503804731114,280.6733274460544
57,512.5303154942698,130.14461551967878
57,495.4459716444607,76.04835967113762
57,409.2107122120916,279.10532003015464
58,240.80789426397436,250.88118654395925
58,205.8256663810321,276.75330890630505
58,273.34950159694387,459.4261728586254
58,351.4493591960707,325.36153879919715
58,351.4493591960707,163.85677496152334
59,421.41381496195515,279.10532003015464
59,270.90888104697115,249.3131791280595
59,203.38504583105941,283.8093422778539
59,329.4837742463163,235.20111238496176
59,313.2129705798315,342.6096203740944
60,186.30070198125043,418.657980045232
60,110.64146493209634,471.9702321858233
60,313.2129705798315,484.5142915130213
60,497.0730520111092,72.9123448393381
60,383.17742634571596,420.2259874611318
61,356.33060029601614,204.6249677749167
61,149.69139373165976,425.7140134167808
61,425.4815158785763,286.9453571096534
61,205.01212619770791,271.26528295065594
61,391.31282817895834,177.18483799667123
62,257.07869793045916,267.34526441090657
62,218.0287691308957,300.2734201448012
62,187.9277823478989,268.9132718268063
62,208.26628693100486,428.0660245406305
62,122.8445676819599,134.84863776737805
63,364.46600212925847,318.30550542764826
63,305.8911089299134,484.5142915130213
63,314.0265107631557,197.56893440336788
63,190.36840289787162,432.7700467883297
63,502.76783329437893,137.9846525991776
64,111.45500511542058,264.9932532870569
64,464.5314446781397,106.62450428118267
64,261.1463988470803,476.6742544335226
64,298.56924727999524,580.9467475908557
64,280.67136324686203,595.8428180419032
64,354.7035199293676,206.1929751908165
65,338.4327162628829,107.40850798913253
65,530.428199527403,139.55266001507735
65,440.1252391784126,287.72936081760326
65,349.0087386460979,324.5775350912473
65,286.3661445301317,266.5612607029567
65,193.62256363116856,279.10532003015464
66,315.6535911298042,262.6412421632073
66,322.9754527797224,203.05696035901698
66,431.98983734517026,284.59334598580375
66,337.6191760795586,279.10532003015464
66,483.24286889459717,112.11253023683173
67,314.84005094648,264.9932532870569
67,321.3483724130739,319.0895091355981
67,318.09421167977695,193.64891586361853
67,357.9576806626646,141.9046711389269
67,469.4126857780852,163.85677496152334
68,219.65584949754418,304.19343868455053
68,266.0276399470257,281.4573311540043
68,340.0597966295314,285.3773496937536
68,400.26177019552495,163.07277125357345
68,373.41494414582513,215.60101968621495
69,188.74132253122315,429.6340319565301
69,200.13088509776247,288.51336452555313
69,427.10859624522476,304.19343868455053
69,305.0775687465892,484.5142915130213
69,246.50267554724402,258.72122362345794
70,322.16191259639817,464.91419881427447
70,433.6169177118187,282.24133486195416
70,304.2640285632649,490.7863211766202
70,414.9054934953612,301.841427560701
70,430.36275697852176,259.5052273314078
71,376.6691048791221,317.52150171969845
71,209.07982711432908,273.61729407450554
71,187.11424216457468,422.5779985849814
71,100.87898273220547,456.2901580268259
71,431.98983734517026,261.0732347473076
71,515.7844762275668,170.91280833307218
72,196.87672436446553,432.7700467883297
72,426.29505606190054,304.19343868455053
72,226.16417096413807,296.3534016050519
72,306.70464911323756,337.90559812639515
72,264.40055958037726,470.4022247699235
73,431.98983734517026,282.24133486195416
73,266.0276399470257,279.10532003015464
73,222.91001023084115,294.00139048120224
73,262.7734792137288,464.91419881427447
73,301.8234080132922,453.93814690297626
74,205.8256663810321,287.72936081760326
74,338.4327162628829,134.84863776737805
74,196.87672436446553,441.3940875757783
74,497.0730520111092,159.15275271382416
74,471.85330632805784,102.70448574143327
75,189.5548627145474,433.55405049627956
75,422.2273551452794,297.9214090209516
75,385.6180468956887,428.0660245406305
75,433.6169177118187,136.41664518327784
75,261.1463988470803,457.07416173477577
75,143.9966124483901,433.55405049627956
75,305.0775687465892,476.6742544335226
76,185.4871617979262,286.16135340170354
76,171.65697868141413,308.8974609322498
76,503.58137347770315,144.25668226277654
76,514.1573958609183,119.95256731633044
76,510.9032351276213,175.61683058077145
77,322.16191259639817,244.60915688036022
77,191.18194308119587,246.17716429626
77,186.30070198125043,406.8979244259839
77,253.82453719716216,286.9453571096534
77,250.57037646386522,402.1939021782847
78,385.6180468956887,165.4247823774231
78,251.38391664718947,246.9611680042099
78,264.40055958037726,401.40989847033484
78,383.9909665290401,263.4252458711572
78,155.38617501492942,365.3457279046406
79,426.29505606190054,290.8653756494027
79,180.60592069798076,430.41803566448004
79,506.83553421100004,144.25668226277654
79,476.73454742800334,95.64845236988444
79,300.19632764664374,141.12066743097702
80,289.6203052634286,250.88118654395925
80,278.23074269688925,478.24226184942233
80,540.1906817272938,68.9923262995888
80,200.13088509776247,446.8821135314274
80,196.87672436446553,263.4252458711572
81,200.13088509776247,285.3773496937536
81,323.7889929630466,202.2729566510671
81,258.7057782971076,470.4022247699235
81,292.8744659967256,471.9702321858233
81,263.58701939705304,271.26528295065594
81,424.6679756952521,297.9214090209516
81,403.5159309288219,249.3131791280595
81,514.1573958609183,131.71262293557854
81,110.64146493209634,122.30457844018008
81,320.53483222974967,269.69727553475616
82,200.13088509776247,442.17809128372824
82,302.6369481966164,449.23412465527707
82,326.22961351301933,333.98557958664577
82,501.95429311105465,136.41664518327784
82,331.1108546129647,125.44059327197961
83,426.29505606190054,291.64937935735264
83,249.756836280541,463.34619139837474
83,297.755707096671,479.02626555737226
83,302.6369481966164,450.80213207117674
83,332.7379349796132,132.49662664352843
84,291.2473856300771,472.7542358937732
84,111.45500511542058,460.99418027452515
84,171.65697868141413,410.8179429657332
84,274.97658196359237,260.2892310393577
84,355.51706011269187,312.0334757640493
85,192.80902344784434,428.0660245406305
85,430.36275697852176,293.2173867732524
85,299.3827874633195,257.1532162075583
85,316.4671313131285,351.23366116154295
85,319.7212920464254,438.25807274397886
85,123.65810786528412,426.4980171247307
85,327.85669387966783,283.025338569904
86,346.56811809612526,312.0334757640493
86,128.53934896522958,457.85816544272564
86,499.513672561082,107.40850798913253
86,303.4504883799407,194.4329195715684
86,204.1985860143837,272.0492866586058
87,183.86008143127773,438.25807274397886
87,266.0276399470257,489.2183137607206
87,349.0087386460979,323.0095276753475
87,126.09872841525684,443.7460986996279
87,298.56924727999524,294.00139048120224
87,278.23074269688925,216.38502339416485
88,424.6679756952521,292.4333830653025
88,228.60479151411081,296.3534016050519
88,258.7057782971076,464.91419881427447
88,260.33285866375604,286.9453571096534
88,309.14526966321034,464.1301951063246
89,111.45500511542058,165.4247823774231
89,375.8555646957978,310.46546834814956
89,387.2451272623371,407.6819281339338
89,366.9066226792312,227.36107530546306
89,234.29957279738048,430.41803566448004
90,281.48490343018625,272.0492866586058
90,204.1985860143837,283.025338569904
90,338.4327162628829,276.75330890630505
90,267.6547203136742,465.69820252222434
90,145.62369281503854,428.0660245406305
91,293.68800618004985,471.18622847787344
91,244.87559518059555,275.9693051983552
91,357.9576806626646,312.8174794719992
91,500.3272127444062,147.39269709457605
91,329.4837742463163,145.8246896786763
92,308.33172947988606,471.9702321858233
92,257.8922381137834,465.69820252222434
92,135.86121061514768,426.4980171247307
92,269.2818006803227,286.16135340170354
92,313.2129705798315,348.0976463297435
92,430.36275697852176,292.4333830653025
93,354.7035199293676,311.2494720560995
93,266.0276399470257,285.3773496937536
93,218.0287691308957,292.4333830653025
93,499.513672561082,108.19251169708242
93,294.5015463633741,479.02626555737226
94,248.94329609721672,458.64216915067556
94,436.87107844511564,293.2173867732524
94,209.89336729765336,294.7853941891521
94,260.33285866375604,290.08137194145286
94,342.50041717950404,275.9693051983552
95,195.24964399781706,291.64937935735264
95,287.1796847134559,481.37827668122185
95,453.1418821116004,285.3773496937536
95,304.2640285632649,359.8577019489915
95,179.79238051465654,449.23412465527707
95,326.22961351301933,162.28876754562359
95,542.6313022772665,14.896070451047537
95,148.06431336501126,-8.880281310785283e-14
96,312.3994303965073,270.481279242706
96,417.34611404533393,283.025338569904
96,264.40055958037726,277.5373126142549
96,217.21522894757143,283.025338569904
96,312.3994303965073,341.0416129581946
97,502.76783329437893,127.79260439582923
97,536.936520993997,55.664263264440926
97,275.7901221469166,258.72122362345794
97,196.87672436446553,280.6733274460544
97,255.45161756381066,468.050213646074
98,353.8899797460434,327.7135499230468
98,174.09759923138685,254.01720137575873
98,413.27841312871277,269.69727553475616
98,301.0098678299679,363.7777204887409
98,272.5359614136196,276.75330890630505
99,301.0098678299679,473.5382396017231
99,280.67136324686203,270.481279242706
99,258.7057782971076,479.02626555737226
99,248.1297559138925,443.7460986996279
99,139.11537134844463,427.2820208326806
100,299.3827874633195,471.9702321858233
100,253.0109970138379,467.2662099381241
100,134.23413024849924,420.2259874611318
100,274.97658196359237,292.4333830653025
100,226.16417096413807,297.9214090209516
101,427.10859624522476,280.6733274460544
101,205.01212619770791,272.0492866586058
101,296.94216691334674,262.6412421632073
101,301.0098678299679,471.18622847787344
101,367.72016286255547,413.16995408958286
102,305.0775687465892,252.44919395985897
102,221.28292986419268,293.2173867732524
102,422.2273551452794,296.3534016050519
102,405.1430112954704,145.8246896786763
102,384.80450671236446,430.41803566448004
103,341.6868769961798,271.26528295065594
103,314.84005094648,468.8342173540239
103,436.87107844511564,280.6733274460544
103,369.3472432292039,320.6575165514979
103,270.90888104697115,456.2901580268259
104,266.84118013035,285.3773496937536
104,331.1108546129647,480.594272973272
104,205.01212619770791,291.64937935735264
104,329.4837742463163,268.12926811885643
104,489.7511903611911,151.31271563432534
105,283.1119837968347,267.34526441090657
105,218.0287691308957,511.95442129126684
105,340.0597966295314,337.90559812639515
105,507.6490743943243,90.94443012218515
105,305.0775687465892,490.00231746867036
106,343.31395736282826,246.9611680042099
106,288.80676508010436,236.76911980086155
106,258.7057782971076,279.10532003015464
106,304.2640285632649,459.4261728586254
106,205.8256663810321,287.72936081760326
107,151.3184740983082,251.66519025190914
107,358.7712208459888,225.7930678895633
107,229.418331697435,289.297368233503
107,377.4826450624463,144.25668226277654
107,269.2818006803227,250.09718283600935
108,363.65246194593425,315.95349430379866
108,418.97319441198243,119.95256731633044
108,388.0586674456614,311.2494720560995
108,216.40168876424724,290.08137194145286
108,266.84118013035,257.9372199155081
109,506.83553421100004,137.2006488912277
109,279.04428288021353,272.0492866586058
109,336.8056358962344,211.68100114646558
109,348.1951984627737,138.76865630712746
109,318.90775186310117,347.3136426217936
110,315.6535911298042,337.1215944184452
110,327.04315369634355,314.3854868878989
110,292.06092581340135,274.4012977824554
110,273.34950159694387,257.1532162075583
110,118.7768667653387,135.63264147532794
110,326.22961351301933,142.68867484687678
110,321.3483724130739,198.35293811131777
110,368.5337030458797,291.64937935735264
110,306.70464911323756,353.58567228539255
110,290.43384544675285,366.1297316125905
111,296.94216691334674,482.1622803891717
111,279.8578230635378,500.1943656720188
111,306.70464911323756,263.4252458711572
111,331.924394796289,131.71262293557854
111,512.5303154942698,145.0406859707264
111,497.0730520111092,86.24040787448597
112,319.7212920464254,187.37688620001958
112,370.9743235958524,301.05742385275107
112,275.7901221469166,264.9932532870569
112,311.58589021318306,473.5382396017231
112,366.0930824959069,239.905134632661
113,125.28518823193261,186.5928824920697
113,112.2685452987448,145.8246896786763
113,110.64146493209634,204.6249677749167
113,340.0597966295314,128.57660810377914
113,305.0775687465892,494.7063397163696
114,300.19632764664374,277.5373126142549
114,349.8222788294222,334.76958329459563
114,296.94216691334674,473.5382396017231
114,506.83553421100004,140.33666372302713
114,195.24964399781706,293.2173867732524
115,284.7390641634832,254.80120508370857
115,303.4504883799407,468.050213646074
115,429.5492167951975,294.00139048120224
115,212.33398784762605,300.2734201448012
115,416.5325738620097,142.68867484687678
116,511.71677531094554,138.76865630712746
116,195.24964399781706,283.8093422778539
116,430.36275697852176,141.9046711389269
116,528.8011191607545,78.40037079498727
116,295.31508654669824,271.26528295065594
117,309.95880984653456,268.9132718268063
117,343.31395736282826,283.025338569904
117,430.36275697852176,286.16135340170354
117,216.40168876424724,294.7853941891521
117,257.8922381137834,465.69820252222434
118,479.175167977976,66.64031517573915
118,349.0087386460979,267.34526441090657
118,263.58701939705304,277.5373126142549
118,220.4693896808684,293.2173867732524
118,266.84118013035,460.21017656657534
118,143.18307226506585,426.4980171247307
118,435.2439980784671,294.7853941891521
119,117.96332658201446,128.57660810377914
119,340.0597966295314,131.71262293557854
119,277.41720251356503,266.5612607029567
119,196.87672436446553,291.64937935735264
119,209.89336729765336,277.5373126142549
119,329.4837742463163,347.3136426217936
119,191.99548326452006,424.93000970883094
119,249.756836280541,473.5382396017231
119,300.19632764664374,468.8342173540239
120,349.8222788294222,313.60148317994907
120,187.9277823478989,276.75330890630505
120,299.3827874633195,494.7063397163696
120,311.58589021318306,475.1062470176228
120,383.17742634571596,289.297368233503
121,331.924394796289,203.05696035901698
121,274.97658196359237,256.36921249960835
121,281.48490343018625,501.76237308791855
121,222.0964700475169,274.4012977824554
121,493.8188912778123,102.70448574143327
122,222.0964700475169,290.08137194145286
122,249.756836280541,286.16135340170354
122,331.1108546129647,284.59334598580375
122,322.9754527797224,153.664726758175
122,310.77235002985884,344.961631497944
123,470.22622596140934,84.6724004585862
123,339.24625644620716,275.9693051983552
123,265.2140997637015,257.9372199155081
123,487.31056981121833,109.7605191129821
123,331.924394796289,253.23319766780884
124,307.51818929656184,472.7542358937732
124,148.8778535483355,428.8500282485803
124,305.8911089299134,340.25760925024474
124,266.84118013035,462.5621876904249
124,280.67136324686203,506.46639533561773
125,308.33172947988606,471.9702321858233
125,229.418331697435,287.72936081760326
125,128.53934896522958,429.6340319565301
125,259.5193184804318,460.99418027452515
125,341.6868769961798,265.77725699500684
125,270.90888104697115,268.9132718268063
125,169.21635813144144,237.5531235088114
125,460.4637437615185,166.99278979332288
126,281.48490343018625,264.9932532870569
126,316.4671313131285,360.64170565694144
126,333.5514751629375,128.57660810377914
126,423.85443551192776,276.75330890630505
126,262.7734792137288,467.2662099381241
127,344.9410377294768,147.39269709457605
127,353.07643956271914,261.85723845525746
127,382.36388616239174,310.46546834814956
127,209.89336729765336,283.8093422778539
127,292.8744659967256,498.62635825611903
127,512.5303154942698,119.16856360838065
128,407.5836318454431,254.80120508370857
128,222.0964700475169,289.297368233503
128,431.17629716184604,290.8653756494027
128,333.5514751629375,264.9932532870569
128,463.71790449481546,47.04022247699234
129,488.9376501778669,143.47267855482664
129,232.672492430732,297.9214090209516
129,341.6868769961798,277.5373126142549
129,431.98983734517026,290.08137194145286
129,264.40055958037726,468.8342173540239
130,307.51818929656184,257.1532162075583
130,328.67023406299205,133.2806303514783
130,424.6679756952521,131.71262293557854
130,258.7057782971076,464.1301951063246
130,237.5537335306774,293.2173867732524
130,335.17855552958594,277.5373126142549
130,432.8033775284945,277.5373126142549
131,320.53483222974967,339.4736055422948
131,333.5514751629375,128.57660810377914
131,196.87672436446553,263.4252458711572
131,217.21522894757143,454.7221506109261
131,319.7212920464254,189.7288973238692
131,296.1286267300225,271.26528295065594
131,254.63807738048638,256.36921249960835
132,315.6535911298042,200.70494923516733
132,255.45161756381066,283.025338569904
132,217.21522894757143,294.7853941891521
132,202.5715056477352,72.12834113138821
132,257.07869793045916,466.48220623017426
132,420.60027477863093,286.16135340170354
133,333.5514751629375,197.56893440336788
133,202.5715056477352,423.3620022929312
133,278.23074269688925,467.2662099381241
133,378.2961852457705,371.61775756823965
133,321.3483724130739,255.58520879165846
